Tournament,Stage,Match Type,Player,Team,Agents,Rounds Played,Rating,Average Combat Score,Kills:Deaths,"Kill, Assist, Trade, Survive %",Average Damage Per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot %,Clutch Success %,Clutches (won/played),Maximum Kills in a Single Map,Kills,Deaths,Assists,First Kills,First Deaths
Champions Tour 2023: Americas League,All Stages,All Match Types,Ethan,Evil Geniuses,breach,255,1.19,216.0,1.17,80%,135.2,0.75,0.5,0.09,0.05,21%,13%,3/24,21,192,164,127,22,14
Champions Tour 2023: Americas League,All Stages,All Match Types,Ethan,Evil Geniuses,kayo,140,1.02,184.3,0.92,72%,117.1,0.61,0.54,0.07,0.09,22%,17%,3/18,21,86,93,75,10,13
Champions Tour 2023: Americas League,All Stages,All Match Types,Ethan,Evil Geniuses,skye,315,1.01,185.6,0.86,72%,118.3,0.61,0.52,0.07,0.05,22%,11%,4/36,20,191,222,165,23,17
Champions Tour 2023: Americas League,All Stages,All Match Types,Ethan,Evil Geniuses,"skye, breach, kayo",710,1.08,196.1,0.98,75%,124.1,0.66,0.52,0.08,0.06,22%,13%,10/78,21,469,479,367,55,44
Champions Tour 2023: Americas League,All Stages,All Match Types,Demon1,Evil Geniuses,brimstone,117,1.11,189.5,1.23,78%,122.3,0.68,0.44,0.07,0.05,35%,,0/11,17,79,64,52,8,6
Champions Tour 2023: Americas League,All Stages,All Match Types,Demon1,Evil Geniuses,jett,488,1.11,234.0,1.22,69%,155.4,0.84,0.1,0.17,0.13,33%,10%,5/48,28,410,337,49,84,64
Champions Tour 2023: Americas League,All Stages,All Match Types,Demon1,Evil Geniuses,killjoy,37,0.67,175.0,0.65,68%,124.4,0.54,0.16,0.05,0.14,24%,,0/4,13,20,31,6,2,5
Champions Tour 2023: Americas League,All Stages,All Match Types,Demon1,Evil Geniuses,"killjoy, brimstone, jett",642,1.08,221.6,1.18,70%,147.6,0.79,0.17,0.15,0.12,33%,8%,5/63,28,509,432,107,94,75
Champions Tour 2023: Americas League,All Stages,All Match Types,s0m,NRG Esports,astra,184,1.08,189.5,1.11,82%,119.4,0.73,0.35,0.03,0.03,29%,17%,3/18,22,134,121,65,5,5
Champions Tour 2023: Americas League,All Stages,All Match Types,s0m,NRG Esports,brimstone,40,1.37,259.5,1.31,78%,171.2,0.85,0.6,0.08,0.08,26%,,0/2,19,34,26,24,3,3
Champions Tour 2023: Americas League,All Stages,All Match Types,s0m,NRG Esports,harbor,325,1.08,204.4,1.14,74%,131.8,0.76,0.27,0.09,0.08,24%,16%,5/31,26,246,215,88,30,26
Champions Tour 2023: Americas League,All Stages,All Match Types,s0m,NRG Esports,omen,185,1.08,193.7,1.17,79%,117.6,0.74,0.43,0.09,0.08,25%,14%,2/14,21,137,117,80,16,14
Champions Tour 2023: Americas League,All Stages,All Match Types,s0m,NRG Esports,viper,38,1.55,263.0,1.81,84%,156.3,1.0,0.29,0.11,0.03,31%,67%,4/6,19,38,21,11,4,1
Champions Tour 2023: Americas League,All Stages,All Match Types,s0m,NRG Esports,"brimstone, viper, omen, harbor, astra",772,1.13,204.7,1.18,78%,128.7,0.76,0.35,0.08,0.06,26%,20%,14/71,26,589,500,268,58,49
Champions Tour 2023: Americas League,All Stages,All Match Types,FiNESSE,NRG Esports,breach,158,0.81,155.0,0.67,68%,105.4,0.49,0.38,0.06,0.08,17%,12%,2/17,16,78,116,60,10,13
Champions Tour 2023: Americas League,All Stages,All Match Types,FiNESSE,NRG Esports,kayo,20,0.75,150.0,0.56,55%,105.8,0.45,0.5,0.0,0.0,26%,,0/4,9,9,16,10,0,0
Champions Tour 2023: Americas League,All Stages,All Match Types,FiNESSE,NRG Esports,killjoy,118,1.01,196.2,1.03,68%,129.6,0.67,0.16,0.08,0.1,14%,17%,2/12,16,79,77,19,10,12
Champions Tour 2023: Americas League,All Stages,All Match Types,FiNESSE,NRG Esports,skye,99,0.88,170.0,0.79,73%,116.9,0.57,0.41,0.06,0.07,22%,27%,3/11,16,56,71,41,6,7
Champions Tour 2023: Americas League,All Stages,All Match Types,FiNESSE,NRG Esports,viper,377,0.89,166.4,0.8,72%,114.0,0.54,0.3,0.07,0.09,19%,15%,5/33,16,203,253,114,25,34
Champions Tour 2023: Americas League,All Stages,All Match Types,FiNESSE,NRG Esports,"skye, viper, killjoy, kayo, breach",772,0.89,169.1,0.8,70%,114.8,0.55,0.32,0.07,0.09,18%,16%,12/77,16,425,533,244,51,66
Champions Tour 2023: Americas League,All Stages,All Match Types,Victor,NRG Esports,jett,43,1.35,293.0,1.24,74%,195.4,0.95,0.23,0.33,0.12,18%,,0/3,22,41,33,10,14,5
Champions Tour 2023: Americas League,All Stages,All Match Types,Victor,NRG Esports,kayo,118,0.98,179.5,0.82,77%,109.4,0.57,0.69,0.1,0.11,17%,13%,2/15,16,67,82,81,12,13
Champions Tour 2023: Americas League,All Stages,All Match Types,Victor,NRG Esports,killjoy,265,1.07,216.1,1.2,74%,139.2,0.78,0.18,0.11,0.07,23%,21%,6/29,28,207,173,48,30,19
Champions Tour 2023: Americas League,All Stages,All Match Types,Victor,NRG Esports,neon,45,1.02,208.0,1.03,80%,135.0,0.71,0.27,0.2,0.22,21%,,0/2,22,32,31,12,9,10
Champions Tour 2023: Americas League,All Stages,All Match Types,Victor,NRG Esports,raze,225,1.18,254.7,1.21,74%,163.4,0.84,0.21,0.18,0.17,18%,21%,4/19,30,190,157,48,41,38
Champions Tour 2023: Americas League,All Stages,All Match Types,Victor,NRG Esports,viper,76,0.98,177.7,0.92,75%,120.1,0.59,0.29,0.08,0.11,20%,44%,4/9,18,45,49,22,6,8
Champions Tour 2023: Americas League,All Stages,All Match Types,Victor,NRG Esports,"neon, jett, viper, raze, killjoy, kayo",772,1.09,221.5,1.11,75%,142.7,0.75,0.29,0.15,0.12,20%,21%,16/77,30,582,525,221,112,93
Champions Tour 2023: Americas League,All Stages,All Match Types,ardiis,NRG Esports,jett,411,1.08,228.4,1.12,73%,146.3,0.78,0.21,0.24,0.18,18%,24%,5/21,27,320,285,88,100,73
Champions Tour 2023: Americas League,All Stages,All Match Types,ardiis,NRG Esports,killjoy,118,1.05,193.0,1.12,73%,131.9,0.71,0.16,0.09,0.03,17%,,0/18,25,84,75,19,11,4
Champions Tour 2023: Americas League,All Stages,All Match Types,ardiis,NRG Esports,raze,93,0.8,190.8,0.75,71%,138.9,0.59,0.26,0.15,0.13,16%,,0/6,23,55,73,24,14,12
Champions Tour 2023: Americas League,All Stages,All Match Types,ardiis,NRG Esports,sage,150,1.12,212.3,1.11,77%,135.9,0.73,0.34,0.15,0.08,21%,25%,4/16,20,110,99,51,22,12
Champions Tour 2023: Americas League,All Stages,All Match Types,ardiis,NRG Esports,"killjoy, jett, raze, sage",772,1.05,215.8,1.07,73%,141.2,0.74,0.24,0.19,0.13,18%,15%,9/61,27,569,532,182,147,101
Champions Tour 2023: Americas League,All Stages,All Match Types,crashies,NRG Esports,killjoy,76,0.97,219.3,1.04,76%,147.1,0.74,0.14,0.09,0.08,20%,22%,4/18,24,56,54,11,7,6
Champions Tour 2023: Americas League,All Stages,All Match Types,crashies,NRG Esports,skye,464,1.14,200.0,1.14,80%,130.6,0.72,0.5,0.06,0.07,31%,25%,15/59,24,334,294,233,26,33
Champions Tour 2023: Americas League,All Stages,All Match Types,crashies,NRG Esports,sova,209,1.13,206.5,1.1,77%,135.1,0.69,0.4,0.06,0.04,23%,13%,4/31,21,144,131,83,13,9
Champions Tour 2023: Americas League,All Stages,All Match Types,crashies,NRG Esports,viper,23,1.0,151.0,1.0,74%,113.6,0.57,0.13,0.13,0.0,22%,,0/1,13,13,13,3,3,0
Champions Tour 2023: Americas League,All Stages,All Match Types,crashies,NRG Esports,"skye, killjoy, viper, sova",772,1.12,202.1,1.11,78%,132.9,0.71,0.43,0.06,0.06,27%,21%,23/109,24,547,492,330,49,48
Champions Tour 2023: Americas League,All Stages,All Match Types,jakee,Cloud9,astra,104,1.06,196.6,1.04,76%,126.3,0.71,0.34,0.11,0.08,26%,6%,1/16,19,74,71,35,11,8
Champions Tour 2023: Americas League,All Stages,All Match Types,jakee,Cloud9,brimstone,96,0.85,172.4,0.71,69%,115.2,0.56,0.45,0.06,0.06,25%,33%,3/9,16,54,76,43,6,6
Champions Tour 2023: Americas League,All Stages,All Match Types,jakee,Cloud9,omen,335,1.05,190.4,1.0,76%,123.7,0.68,0.41,0.11,0.08,31%,27%,8/30,24,227,227,137,38,27
Champions Tour 2023: Americas League,All Stages,All Match Types,jakee,Cloud9,viper,45,1.22,238.0,1.5,78%,155.1,0.87,0.24,0.09,0.13,40%,,0/5,21,39,26,11,4,6
Champions Tour 2023: Americas League,All Stages,All Match Types,jakee,Cloud9,"brimstone, astra, viper, omen",580,1.03,191.7,0.99,75%,125.2,0.68,0.39,0.1,0.08,29%,20%,12/60,24,394,400,226,59,47
Champions Tour 2023: Americas League,All Stages,All Match Types,Zellsis,Cloud9,breach,64,1.11,181.0,1.0,72%,119.8,0.63,0.5,0.05,0.06,21%,30%,3/10,20,40,40,32,3,4
Champions Tour 2023: Americas League,All Stages,All Match Types,Zellsis,Cloud9,harbor,45,1.25,186.0,1.33,78%,123.8,0.71,0.24,0.07,0.0,20%,29%,2/7,19,32,24,11,3,0
Champions Tour 2023: Americas League,All Stages,All Match Types,Zellsis,Cloud9,killjoy,412,1.05,187.8,1.1,74%,126.2,0.68,0.19,0.07,0.07,18%,19%,12/63,19,280,255,77,28,28
Champions Tour 2023: Americas League,All Stages,All Match Types,Zellsis,Cloud9,raze,15,0.5,156.0,0.5,60%,104.5,0.47,0.2,0.07,0.2,14%,,0/2,7,7,14,3,1,3
Champions Tour 2023: Americas League,All Stages,All Match Types,Zellsis,Cloud9,"harbor, killjoy, breach, raze",580,1.04,187.7,1.07,73%,126.8,0.67,0.24,0.07,0.08,19%,21%,18/87,22,389,365,140,41,45
Champions Tour 2023: Americas League,All Stages,All Match Types,runi,Cloud9,breach,160,1.0,172.9,0.89,79%,117.2,0.6,0.63,0.04,0.06,26%,17%,4/23,18,96,108,100,7,10
Champions Tour 2023: Americas League,All Stages,All Match Types,runi,Cloud9,killjoy,45,0.98,180.5,0.81,78%,132.3,0.58,0.31,0.07,0.04,22%,,0/5,14,26,32,14,3,2
Champions Tour 2023: Americas League,All Stages,All Match Types,runi,Cloud9,sage,44,1.16,210.0,1.17,80%,124.0,0.77,0.18,0.09,0.05,24%,22%,2/9,19,34,29,8,4,2
Champions Tour 2023: Americas League,All Stages,All Match Types,runi,Cloud9,sova,111,0.94,177.0,0.86,66%,122.0,0.63,0.16,0.11,0.06,28%,16%,3/19,16,70,81,18,12,7
Champions Tour 2023: Americas League,All Stages,All Match Types,runi,Cloud9,viper,220,1.11,198.4,1.11,78%,135.2,0.68,0.32,0.05,0.05,26%,16%,6/38,21,150,135,70,12,10
Champions Tour 2023: Americas League,All Stages,All Match Types,runi,Cloud9,"viper, sova, sage, killjoy, breach",580,1.04,186.8,0.98,76%,126.7,0.65,0.36,0.07,0.05,26%,16%,15/94,21,376,385,210,38,31
Champions Tour 2023: Americas League,All Stages,All Match Types,leaf,Cloud9,jett,248,1.12,247.3,1.15,73%,162.6,0.86,0.23,0.25,0.18,23%,25%,3/12,27,214,186,56,62,44
Champions Tour 2023: Americas League,All Stages,All Match Types,leaf,Cloud9,killjoy,44,0.81,181.5,0.66,66%,135.9,0.52,0.25,0.11,0.14,15%,20%,1/5,17,23,35,11,5,6
Champions Tour 2023: Americas League,All Stages,All Match Types,leaf,Cloud9,neon,147,1.12,246.6,1.14,72%,149.7,0.84,0.22,0.26,0.24,19%,,0/2,21,123,108,32,38,35
Champions Tour 2023: Americas League,All Stages,All Match Types,leaf,Cloud9,skye,141,1.21,236.7,1.3,75%,146.6,0.87,0.36,0.12,0.12,24%,42%,5/12,26,122,94,51,17,17
Champions Tour 2023: Americas League,All Stages,All Match Types,leaf,Cloud9,"neon, skye, killjoy, jett",580,1.12,239.8,1.14,73%,153.4,0.83,0.26,0.21,0.18,21%,29%,9/31,27,482,423,150,122,102
Champions Tour 2023: Americas League,All Stages,All Match Types,Xeppaa,Cloud9,kayo,47,1.08,227.5,0.95,74%,153.7,0.79,0.55,0.02,0.04,23%,29%,2/7,24,37,39,26,1,2
Champions Tour 2023: Americas League,All Stages,All Match Types,Xeppaa,Cloud9,killjoy,64,0.89,172.0,0.86,67%,115.3,0.59,0.17,0.02,0.05,23%,20%,1/5,14,38,44,11,1,3
Champions Tour 2023: Americas League,All Stages,All Match Types,Xeppaa,Cloud9,raze,141,1.08,245.7,1.18,71%,161.9,0.84,0.22,0.21,0.16,21%,14%,1/7,25,119,101,31,30,22
Champions Tour 2023: Americas League,All Stages,All Match Types,Xeppaa,Cloud9,skye,328,1.02,192.3,0.98,75%,124.4,0.69,0.44,0.05,0.06,28%,12%,3/26,28,227,231,144,15,21
Champions Tour 2023: Americas League,All Stages,All Match Types,Xeppaa,Cloud9,"raze, skye, killjoy, kayo",580,1.03,206.0,1.01,73%,134.9,0.73,0.37,0.08,0.08,25%,16%,7/45,28,421,415,212,47,48
Champions Tour 2023: Americas League,All Stages,All Match Types,Khalil,FURIA,astra,86,0.97,141.5,0.92,73%,93.4,0.51,0.33,0.01,0.03,28%,,0/9,18,44,48,28,1,3
Champions Tour 2023: Americas League,All Stages,All Match Types,Khalil,FURIA,brimstone,141,0.96,193.2,0.98,77%,130.5,0.7,0.32,0.03,0.06,30%,6%,1/17,27,98,100,45,4,9
Champions Tour 2023: Americas League,All Stages,All Match Types,Khalil,FURIA,killjoy,245,1.0,178.7,1.01,72%,129.5,0.63,0.18,0.06,0.07,22%,20%,8/41,33,154,152,43,15,17
Champions Tour 2023: Americas League,All Stages,All Match Types,Khalil,FURIA,omen,171,1.14,204.0,1.2,82%,130.0,0.74,0.4,0.04,0.05,29%,5%,1/19,25,127,106,68,7,9
Champions Tour 2023: Americas League,All Stages,All Match Types,Khalil,FURIA,viper,24,0.92,186.0,0.88,79%,127.9,0.58,0.17,0.04,0.04,28%,17%,1/6,14,14,16,4,1,1
Champions Tour 2023: Americas League,All Stages,All Match Types,Khalil,FURIA,"brimstone, viper, omen, killjoy, astra",667,1.02,183.6,1.04,76%,125.1,0.66,0.28,0.04,0.06,26%,12%,11/92,33,437,422,188,28,39
Champions Tour 2023: Americas League,All Stages,All Match Types,mazin,FURIA,breach,87,0.81,151.8,0.71,74%,105.9,0.51,0.37,0.02,0.02,23%,7%,1/14,14,44,62,32,2,2
Champions Tour 2023: Americas League,All Stages,All Match Types,mazin,FURIA,harbor,144,0.85,170.0,0.84,69%,108.4,0.63,0.28,0.07,0.1,26%,14%,2/14,28,91,108,40,10,15
Champions Tour 2023: Americas League,All Stages,All Match Types,mazin,FURIA,kayo,126,1.03,179.5,1.0,71%,108.7,0.67,0.41,0.1,0.15,25%,17%,2/12,26,84,84,52,13,19
Champions Tour 2023: Americas League,All Stages,All Match Types,mazin,FURIA,skye,187,1.03,173.6,1.03,71%,111.4,0.64,0.36,0.06,0.08,33%,27%,7/26,25,119,116,67,11,15
Champions Tour 2023: Americas League,All Stages,All Match Types,mazin,FURIA,viper,123,0.91,166.8,0.91,67%,119.0,0.57,0.3,0.06,0.13,27%,17%,3/18,15,70,77,37,7,16
Champions Tour 2023: Americas League,All Stages,All Match Types,mazin,FURIA,"skye, viper, harbor, kayo, breach",667,0.94,169.8,0.91,70%,110.9,0.61,0.34,0.06,0.1,28%,18%,15/84,28,408,447,228,43,67
Champions Tour 2023: Americas League,All Stages,All Match Types,dgzin,FURIA,chamber,46,0.85,180.0,0.88,63%,118.5,0.63,0.11,0.13,0.15,31%,,0/3,16,29,33,5,6,7
Champions Tour 2023: Americas League,All Stages,All Match Types,dgzin,FURIA,jett,535,1.05,224.8,1.11,73%,136.5,0.8,0.14,0.24,0.16,26%,17%,8/47,30,428,384,73,126,87
Champions Tour 2023: Americas League,All Stages,All Match Types,dgzin,FURIA,neon,64,0.8,218.0,0.85,63%,146.7,0.72,0.19,0.19,0.27,28%,67%,2/3,23,46,54,12,12,17
Champions Tour 2023: Americas League,All Stages,All Match Types,dgzin,FURIA,raze,22,1.17,301.0,1.22,82%,198.1,1.0,0.14,0.27,0.05,29%,,0/3,22,22,18,3,6,1
Champions Tour 2023: Americas League,All Stages,All Match Types,dgzin,FURIA,"neon, jett, raze, chamber",667,1.01,223.7,1.07,71%,138.2,0.79,0.14,0.22,0.17,27%,18%,10/56,30,525,489,93,150,112
Champions Tour 2023: Americas League,All Stages,All Match Types,Quick,FURIA,cypher,20,0.96,162.0,0.92,55%,106.8,0.55,0.1,0.1,0.1,24%,33%,1/3,11,11,12,2,2,2
Champions Tour 2023: Americas League,All Stages,All Match Types,Quick,FURIA,harbor,90,0.87,160.3,0.81,69%,105.6,0.57,0.3,0.07,0.14,29%,8%,1/12,19,51,63,27,6,13
Champions Tour 2023: Americas League,All Stages,All Match Types,Quick,FURIA,killjoy,191,0.95,190.9,0.98,66%,129.7,0.68,0.14,0.08,0.08,26%,17%,3/18,18,130,133,26,15,15
Champions Tour 2023: Americas League,All Stages,All Match Types,Quick,FURIA,sage,35,0.74,103.0,0.46,69%,70.4,0.31,0.2,0.11,0.09,20%,,0/2,7,11,24,7,4,3
Champions Tour 2023: Americas League,All Stages,All Match Types,Quick,FURIA,viper,331,0.96,190.9,0.95,67%,129.7,0.66,0.27,0.04,0.08,27%,13%,5/38,28,218,229,91,14,26
Champions Tour 2023: Americas League,All Stages,All Match Types,Quick,FURIA,"viper, sage, harbor, killjoy, cypher",667,0.93,180.0,0.91,67%,122.7,0.63,0.23,0.06,0.09,27%,14%,10/73,28,421,461,153,41,59
Champions Tour 2023: Americas League,All Stages,All Match Types,mwzera,FURIA,fade,62,0.79,156.0,0.76,69%,100.6,0.55,0.27,0.05,0.13,15%,,0/7,16,34,45,17,3,8
Champions Tour 2023: Americas League,All Stages,All Match Types,mwzera,FURIA,raze,187,0.92,217.0,0.84,68%,144.5,0.67,0.3,0.16,0.17,14%,14%,1/7,21,126,150,57,30,31
Champions Tour 2023: Americas League,All Stages,All Match Types,mwzera,FURIA,skye,257,1.04,218.5,1.04,77%,140.1,0.74,0.4,0.07,0.09,26%,19%,5/26,30,189,181,102,18,23
Champions Tour 2023: Americas League,All Stages,All Match Types,mwzera,FURIA,sova,161,1.03,189.0,1.09,78%,141.3,0.67,0.32,0.03,0.06,24%,19%,4/21,26,108,99,52,5,9
Champions Tour 2023: Americas League,All Stages,All Match Types,mwzera,FURIA,"sova, skye, raze, fade",667,0.98,204.0,0.96,74%,137.9,0.69,0.34,0.08,0.11,20%,16%,10/61,30,457,475,228,56,71
Champions Tour 2023: Americas League,All Stages,All Match Types,RgLMeister,MIBR,astra,86,0.96,163.3,0.85,71%,115.3,0.59,0.29,0.06,0.03,27%,13%,2/15,24,51,60,25,5,3
Champions Tour 2023: Americas League,All Stages,All Match Types,RgLMeister,MIBR,brimstone,56,1.12,226.7,1.15,77%,147.3,0.8,0.48,0.07,0.07,23%,33%,3/9,20,45,39,27,4,4
Champions Tour 2023: Americas League,All Stages,All Match Types,RgLMeister,MIBR,harbor,180,0.91,170.3,0.89,73%,115.0,0.61,0.33,0.04,0.07,23%,7%,2/27,19,110,123,59,7,12
Champions Tour 2023: Americas League,All Stages,All Match Types,RgLMeister,MIBR,omen,146,0.95,192.4,0.91,71%,126.4,0.68,0.42,0.05,0.03,19%,13%,3/23,22,99,109,62,7,5
Champions Tour 2023: Americas League,All Stages,All Match Types,RgLMeister,MIBR,"brimstone, harbor, astra, omen",468,0.96,183.7,0.92,73%,122.5,0.65,0.37,0.05,0.05,22%,14%,10/74,24,305,331,173,23,24
Champions Tour 2023: Americas League,All Stages,All Match Types,frz,MIBR,breach,37,1.01,205.5,1.0,73%,134.1,0.73,0.3,0.05,0.08,44%,,0/4,14,27,27,11,2,3
Champions Tour 2023: Americas League,All Stages,All Match Types,frz,MIBR,cypher,19,0.67,163.0,0.56,53%,111.2,0.53,0.21,0.11,0.16,34%,,0/3,10,10,18,4,2,3
Champions Tour 2023: Americas League,All Stages,All Match Types,frz,MIBR,kayo,18,0.24,48.0,0.13,50%,34.9,0.11,0.28,0.0,0.22,13%,,,2,2,16,5,0,4
Champions Tour 2023: Americas League,All Stages,All Match Types,frz,MIBR,killjoy,315,0.93,196.4,0.94,73%,138.2,0.66,0.19,0.08,0.07,29%,10%,4/42,27,208,221,60,26,22
Champions Tour 2023: Americas League,All Stages,All Match Types,frz,MIBR,skye,61,0.97,198.3,0.98,74%,138.2,0.67,0.38,0.07,0.07,31%,25%,2/8,20,41,42,23,4,4
Champions Tour 2023: Americas League,All Stages,All Match Types,frz,MIBR,viper,18,0.93,246.0,0.87,61%,172.9,0.72,0.22,0.33,0.17,38%,,0/1,13,13,15,4,6,3
Champions Tour 2023: Americas League,All Stages,All Match Types,frz,MIBR,"skye, viper, killjoy, kayo, cypher, breach",468,0.9,191.5,0.89,71%,134.1,0.64,0.23,0.09,0.08,30%,10%,6/58,27,301,339,107,40,39
Champions Tour 2023: Americas League,All Stages,All Match Types,jzz,MIBR,breach,19,0.99,229.0,1.07,84%,152.8,0.84,0.47,0.05,0.16,31%,,0/5,16,16,15,9,1,3
Champions Tour 2023: Americas League,All Stages,All Match Types,jzz,MIBR,fade,24,1.03,162.0,0.93,71%,108.0,0.58,0.25,0.04,0.08,30%,33%,1/3,14,14,15,6,1,2
Champions Tour 2023: Americas League,All Stages,All Match Types,jzz,MIBR,jett,26,0.58,126.0,0.58,65%,79.8,0.42,0.08,0.12,0.19,21%,,0/1,11,11,19,2,3,5
Champions Tour 2023: Americas League,All Stages,All Match Types,jzz,MIBR,neon,39,1.03,255.5,1.14,77%,153.2,0.85,0.26,0.26,0.18,35%,,,17,33,29,10,10,7
Champions Tour 2023: Americas League,All Stages,All Match Types,jzz,MIBR,raze,51,0.51,135.3,0.48,55%,93.6,0.43,0.18,0.1,0.25,18%,25%,1/4,10,22,46,9,5,13
Champions Tour 2023: Americas League,All Stages,All Match Types,jzz,MIBR,skye,248,0.97,196.5,0.93,74%,123.9,0.69,0.44,0.1,0.1,28%,13%,3/23,30,170,182,109,24,26
Champions Tour 2023: Americas League,All Stages,All Match Types,jzz,MIBR,sova,61,0.91,177.3,1.05,72%,113.5,0.72,0.13,0.1,0.03,28%,,0/8,20,44,42,8,6,2
Champions Tour 2023: Americas League,All Stages,All Match Types,jzz,MIBR,"skye, neon, jett, sova, raze, breach, fade",468,0.89,187.6,0.89,72%,119.6,0.66,0.33,0.11,0.12,28%,11%,5/44,30,310,348,153,50,58
Champions Tour 2023: Americas League,All Stages,All Match Types,murizzz,MIBR,breach,24,0.81,133.0,0.65,67%,83.1,0.46,0.46,0.04,0.04,16%,33%,1/3,11,11,17,11,1,1
Champions Tour 2023: Americas League,All Stages,All Match Types,murizzz,MIBR,fade,18,0.57,122.0,0.57,72%,88.3,0.44,0.22,0.0,0.11,33%,33%,1/3,8,8,14,4,0,2
Champions Tour 2023: Americas League,All Stages,All Match Types,murizzz,MIBR,kayo,41,0.98,218.5,0.9,71%,137.1,0.68,0.56,0.1,0.1,17%,33%,1/3,17,28,31,23,4,4
Champions Tour 2023: Americas League,All Stages,All Match Types,murizzz,MIBR,skye,37,0.91,173.5,1.0,76%,101.6,0.68,0.41,0.03,0.05,34%,,0/1,15,25,25,15,1,2
Champions Tour 2023: Americas League,All Stages,All Match Types,murizzz,MIBR,viper,348,0.8,171.5,0.83,63%,122.4,0.61,0.3,0.07,0.15,25%,5%,2/37,24,211,255,103,24,51
Champions Tour 2023: Americas League,All Stages,All Match Types,murizzz,MIBR,"skye, viper, kayo, breach, fade",468,0.82,172.0,0.83,65%,118.7,0.6,0.33,0.06,0.13,24%,11%,5/47,24,283,342,156,30,60
Champions Tour 2023: Americas League,All Stages,All Match Types,heat,MIBR,jett,212,0.98,211.9,1.03,64%,135.6,0.73,0.09,0.17,0.18,27%,4%,1/27,23,154,150,19,35,38
Champions Tour 2023: Americas League,All Stages,All Match Types,heat,MIBR,raze,158,0.88,194.1,0.89,67%,135.4,0.69,0.17,0.13,0.18,24%,11%,1/9,22,109,123,27,21,29
Champions Tour 2023: Americas League,All Stages,All Match Types,heat,MIBR,"jett, raze",370,0.94,204.6,0.96,65%,135.5,0.71,0.12,0.15,0.18,25%,6%,2/36,23,263,273,46,56,67
Champions Tour 2023: Americas League,All Stages,All Match Types,TxoziN,MIBR,killjoy,98,0.9,169.0,0.83,66%,125.3,0.56,0.18,0.12,0.08,18%,24%,5/21,17,55,66,18,12,8
Champions Tour 2023: Americas League,All Stages,All Match Types,pANcada,Sentinels,astra,43,0.94,164.5,0.96,74%,110.4,0.58,0.37,0.05,0.12,28%,,0/7,17,25,26,16,2,5
Champions Tour 2023: Americas League,All Stages,All Match Types,pANcada,Sentinels,killjoy,330,0.95,180.6,0.92,71%,126.4,0.61,0.19,0.05,0.06,23%,14%,9/64,22,201,219,63,15,21
Champions Tour 2023: Americas League,All Stages,All Match Types,pANcada,Sentinels,viper,105,0.93,172.3,0.97,67%,113.5,0.61,0.17,0.03,0.08,27%,12%,2/17,21,64,66,18,3,8
Champions Tour 2023: Americas League,All Stages,All Match Types,pANcada,Sentinels,"killjoy, astra, viper",478,0.94,177.6,0.93,70%,122.1,0.61,0.2,0.04,0.07,24%,13%,11/88,22,290,311,97,20,34
Champions Tour 2023: Americas League,All Stages,All Match Types,Marved,Sentinels,astra,62,0.94,171.0,0.88,76%,115.7,0.61,0.24,0.1,0.15,33%,,0/3,18,38,43,15,6,9
Champions Tour 2023: Americas League,All Stages,All Match Types,Marved,Sentinels,brimstone,116,1.1,193.0,1.13,74%,137.8,0.75,0.34,0.06,0.12,32%,33%,4/12,27,87,77,40,7,14
Champions Tour 2023: Americas League,All Stages,All Match Types,Marved,Sentinels,omen,21,1.24,269.0,1.12,71%,184.0,0.9,0.24,0.14,0.05,29%,,0/2,19,19,17,5,3,1
Champions Tour 2023: Americas League,All Stages,All Match Types,Marved,Sentinels,viper,98,0.92,184.2,0.83,62%,115.9,0.61,0.31,0.13,0.12,26%,13%,1/8,18,60,72,30,13,12
Champions Tour 2023: Americas League,All Stages,All Match Types,Marved,Sentinels,"brimstone, astra, viper, omen",297,1.01,190.6,0.98,70%,129.2,0.69,0.3,0.1,0.12,30%,20%,5/25,27,204,209,90,29,36
Champions Tour 2023: Americas League,All Stages,All Match Types,dephh,Sentinels,astra,26,0.79,131.0,0.69,65%,98.7,0.42,0.42,0.04,0.12,22%,,0/2,11,11,16,11,1,3
Champions Tour 2023: Americas League,All Stages,All Match Types,dephh,Sentinels,breach,105,0.76,131.8,0.57,64%,89.7,0.43,0.38,0.02,0.07,26%,24%,4/17,12,45,79,40,2,7
Champions Tour 2023: Americas League,All Stages,All Match Types,dephh,Sentinels,harbor,93,0.7,151.0,0.66,70%,101.0,0.54,0.32,0.04,0.1,18%,11%,1/9,15,50,76,30,4,9
Champions Tour 2023: Americas League,All Stages,All Match Types,dephh,Sentinels,kayo,88,0.88,183.0,0.83,68%,112.8,0.63,0.45,0.09,0.07,27%,,0/6,21,55,66,40,8,6
Champions Tour 2023: Americas League,All Stages,All Match Types,dephh,Sentinels,omen,17,0.72,142.0,0.62,65%,87.4,0.47,0.29,0.06,0.0,16%,,0/1,8,8,13,5,1,0
